#,Split,x1_cylinders_std,x2_displacement_std,x3_horsepower_std,x4_weight_std,x5_acceleration_std,x6_model_year_std,x7_origin_std,mpg
296,train,0.268613,0.312617,0.104298,0.040968,-0.182020,-0.248402,-0.724433,21.000
297,train,-0.890867,-0.857515,-0.861584,-0.834159,0.533187,1.111462,1.745225,32.400
298,train,1.428092,1.001485,1.121017,1.464072,-0.003218,-0.520374,-0.724433,14.000
299,train,1.428092,1.907394,1.756466,1.613626,-1.254830,-1.064320,-0.724433,14.000
300,train,1.428092,1.435566,1.121017,1.980502,-0.360822,-0.520374,-0.724433,13.000
301,test,-0.890867,-0.715967,-0.658241,-0.646048,0.354385,-0.520374,-0.724433,26.000
302,test,1.428092,2.426404,3.027365,1.660362,-1.970037,-1.608265,-0.724433,14.000
303,test,1.428092,1.445003,1.197271,1.314517,-0.897227,-1.064320,-0.724433,14.000
304,test,-0.890867,-0.876388,-0.912420,-0.997734,-0.217780,0.839489,-0.724433,34.500
305,test,-0.890867,-0.800896,-0.276971,-0.738351,-0.182020,-1.608265,1.745225,24.000
306,test,1.428092,1.133597,1.121017,1.745654,-0.360822,-0.248402,-0.724433,16.000
307,test,1.428092,1.133597,1.121017,1.275960,-0.897227,-1.336292,-0.724433,14.000
308,test,0.268613,0.312617,0.104298,0.480284,0.104063,1.383434,-0.724433,22.400
309,test,-0.890867,-0.734840,-0.785330,-0.539724,0.711988,1.111462,1.745225,31.300
310,test,-0.890867,-1.121738,-1.217436,-1.377462,1.105352,0.295544,0.510396,36.000
311,test,0.268613,0.020084,-0.531151,-0.016284,0.962311,0.839489,-0.724433,19.800
312,test,-0.890867,-0.593291,-0.556569,-0.723162,-0.932987,1.383434,-0.724433,30.000
313,test,-0.890867,-0.942444,-0.581987,-1.085364,0.139823,0.295544,-0.724433,33.500
314,test,-0.890867,-0.734840,-0.454897,0.310867,2.285443,0.023571,0.510396,19.000
315,test,1.428092,0.982612,0.612658,1.011903,-0.182020,0.023571,-0.724433,13.000
316,test,-0.311127,-0.140337,-0.734495,0.614649,1.641757,0.839489,0.510396,25.400
317,test,0.268613,-0.281885,0.256806,-0.121439,-1.040268,1.383434,1.745225,25.400
318,test,0.268613,0.020084,-0.276971,0.176501,0.962311,0.567516,-0.724433,20.500
319,test,-0.890867,-0.395124,-0.353225,-0.489483,-0.360822,1.655407,-0.724433,26.000
320,test,0.268613,-0.489489,0.358478,-0.086387,-0.611144,1.383434,1.745225,24.200
321,test,-0.890867,-0.442307,-0.404061,-0.390170,0.175583,0.839489,-0.724433,28.400
322,test,-0.890867,-0.395124,-0.022791,-0.302540,0.425906,0.567516,-0.724433,23.200
323,test,-0.890867,-0.951880,-0.887002,-1.377462,-1.183310,0.023571,0.510396,29.500
324,test,0.268613,0.255998,-0.276971,0.912590,1.248393,-0.248402,-0.724433,18.000
325,test,1.428092,1.907394,1.756466,2.495763,-1.254830,-1.336292,-0.724433,13.000
326,test,-0.890867,-0.715967,-0.251553,-0.822475,-0.003218,0.295544,-0.724433,25.500
327,test,0.268613,0.491911,-0.022791,0.407843,-0.360822,0.023571,-0.724433,22.000
328,test,-0.890867,-0.942444,-0.912420,-1.032786,-0.003218,1.111462,-0.724433,32.100
329,test,0.268613,0.567404,0.358478,0.474442,-0.146260,0.567516,-0.724433,18.100
330,test,1.428092,1.435566,1.883556,1.746823,-1.076029,-0.792347,-0.724433,12.000
331,test,-0.890867,-1.187794,-0.937838,-1.625162,0.890790,-1.336292,1.745225,35.000
332,test,1.428092,1.435566,1.502287,0.805097,-1.433632,-1.608265,-0.724433,15.000
333,test,-0.890867,-0.772586,-0.404061,-1.029281,-0.539624,-1.336292,0.510396,28.000
334,test,-0.890867,-0.951880,-0.353225,-0.836496,0.533187,-1.064320,1.745225,28.000
335,test,-0.890867,-0.640474,-0.099045,0.170660,0.068302,0.023571,0.510396,20.000
336,test,0.268613,0.491911,-0.149881,0.379802,-0.003218,-1.336292,-0.724433,17.000
337,test,1.428092,1.133597,0.866837,1.257266,-0.646905,0.567516,-0.724433,17.500
338,test,1.428092,1.445003,1.324361,1.587921,-0.897227,-0.792347,-0.724433,13.000
339,test,-0.890867,-1.197231,-1.039510,-1.438219,1.248393,-1.336292,1.745225,31.000
340,test,-0.890867,-0.942444,-0.963256,-0.991892,0.354385,0.567516,-0.724433,30.000
341,test,-1.470606,-1.112302,0.104298,-0.331750,-0.718425,0.295544,1.745225,21.500
342,test,1.428092,2.426404,3.027365,0.095882,-1.970037,-1.608265,-0.724433,14.000
343,test,-0.890867,-0.951880,-0.709077,-0.953335,0.104063,1.111462,0.510396,34.300
344,test,1.428092,1.133597,1.121017,0.903242,-1.076029,-0.792347,-0.724433,15.000
345,test,0.268613,-0.329068,0.485568,0.158976,-0.682665,0.567516,0.510396,17.000
346,test,-0.890867,-0.546109,-0.581987,-0.426390,0.533187,-0.248402,-0.724433,23.000
347,test,-0.890867,-0.951880,-0.988674,-1.003576,0.890790,1.111462,1.745225,33.800
348,test,-0.890867,-0.593291,-0.556569,-0.740688,-0.897227,1.655407,-0.724433,36.000
349,test,1.428092,0.982612,0.866837,1.328538,-0.539624,-0.520374,-0.724433,16.000
350,test,-0.890867,-0.442307,-0.404061,-0.523366,-0.825706,0.839489,-0.724433,33.500
351,test,-0.890867,-0.857515,-0.785330,-0.933473,-0.360822,1.655407,1.745225,36.000
352,test,-0.890867,-0.848078,-0.785330,-0.863369,-0.110499,1.111462,1.745225,32.200
353,test,-0.890867,-0.942444,-1.014092,-1.406672,-0.396582,0.567516,-0.724433,36.100
354,test,-0.890867,-0.951880,-1.166600,-1.366947,1.248393,-1.336292,0.510396,27.000
355,test,-0.890867,-1.121738,-0.912420,-1.086532,1.427195,-1.336292,0.510396,30.000
356,test,0.268613,0.322054,-0.404061,0.241932,0.533187,-0.248402,-0.724433,19.000
357,test,0.268613,0.255998,-0.149881,0.267636,-0.038979,0.023571,-0.724433,22.000
358,test,-0.890867,-0.593291,-0.556569,-0.828317,-1.397872,1.655407,-0.724433,32.000
359,test,1.428092,1.001485,0.358478,1.119395,-0.575384,0.023571,-0.724433,15.500
360,test,-0.890867,-0.602728,-0.251553,-0.352781,-0.718425,-0.248402,1.745225,24.000
361,test,-0.890867,-0.951880,-1.319108,-0.876221,2.857609,-1.064320,0.510396,23.000
362,test,-0.890867,-0.715967,-0.505733,-0.915947,-0.539624,-1.336292,-0.724433,23.000
363,test,-0.890867,-1.027373,-1.115764,-1.114574,0.640468,1.383434,1.745225,37.700
364,test,-0.890867,-0.942444,-1.090346,-1.113405,0.533187,0.295544,-0.724433,30.500
365,test,0.268613,0.020084,-0.531151,-0.045493,0.104063,0.567516,-0.724433,20.200
366,test,-0.890867,-0.857515,-0.404061,-0.670584,-0.360822,-1.608265,0.510396,24.000
367,test,-0.890867,-0.442307,-0.404061,-0.001094,1.641757,1.111462,-0.724433,24.300
368,test,0.268613,0.567404,0.104298,0.848328,1.248393,-0.248402,-0.724433,15.000
369,test,-0.890867,-1.027373,-0.887002,-1.184677,-0.217780,0.567516,0.510396,31.500
370,test,0.268613,0.020084,-0.632823,0.009421,0.747749,0.023571,-0.724433,24.000
371,test,-0.890867,-0.942444,-0.658241,-1.272307,-0.396582,0.839489,-0.724433,35.700
372,test,-0.890867,-1.065119,-1.039510,-1.202203,1.391435,1.383434,1.745225,37.000
373,test,0.268613,0.020084,-0.531151,0.077188,0.425906,0.567516,-0.724433,20.800
374,test,-0.890867,-1.027373,-1.166600,-1.210382,1.176873,1.111462,1.745225,38.100
375,test,-0.890867,-1.121738,-0.988674,-1.172993,0.175583,-0.520374,0.510396,31.000
376,test,-0.890867,-0.546109,-0.785330,-0.539724,0.533187,-0.520374,-0.724433,25.000
377,test,0.268613,0.491911,-0.022791,0.531693,0.175583,-0.248402,-0.724433,18.000
378,test,1.428092,1.435566,-0.022791,0.842486,1.248393,1.383434,-0.724433,26.600
379,test,0.268613,0.491911,-0.454897,0.019937,0.354385,-0.792347,-0.724433,18.000
380,test,-0.890867,-0.876388,-1.090346,-1.026944,-0.289301,1.655407,-0.724433,38.000
381,test,1.428092,0.982612,0.790583,1.212867,-0.360822,-0.792347,-0.724433,14.000
382,test,0.268613,-0.281885,0.663494,-0.109755,-1.469392,1.111462,1.745225,32.700
383,test,-0.890867,-0.942444,-0.963256,-1.120416,1.069592,0.295544,1.745225,31.500
384,test,-0.890867,-0.725403,0.104298,-0.401853,-0.539624,-0.792347,0.510396,24.000
385,test,-0.890867,-0.744276,-0.607405,-0.331750,1.391435,1.655407,-0.724433,31.000
386,test,-0.890867,-0.829205,-0.480315,-0.387833,0.711988,-1.608265,0.510396,25.000
387,test,1.428092,1.445003,1.171853,1.414999,-0.968748,0.023571,-0.724433,14.500
388,test,1.428092,1.001485,1.121017,1.037608,-1.076029,-1.064320,-0.724433,15.000
389,test,0.268613,0.322054,-0.149881,-0.251131,-0.182020,-0.792347,-0.724433,18.000
390,test,-0.890867,-0.442307,-0.531151,-0.174017,0.747749,0.567516,-0.724433,23.800
391,test,-0.890867,-0.942444,-1.039510,-0.729004,1.856319,1.383434,-0.724433,29.900
392,test,1.428092,1.907394,1.121017,2.328683,-0.539624,-0.792347,-0.724433,11.000
