#,Split,MedInc (std),House Value ($100k)
4133,train,-0.165685,0.965000
4134,train,1.455584,2.648000
4135,train,-0.712536,1.573000
4136,train,2.177586,5.000010
4137,train,-1.251039,1.398000
4138,train,1.351973,3.156000
4139,train,0.184353,2.319000
4140,train,-0.865179,1.594000
4141,train,-0.524546,0.960000
4142,train,-0.935504,1.875000
4143,train,-0.557569,2.299000
4144,train,-0.370424,1.177000
4145,train,-0.515353,1.696000
4146,train,0.284530,1.308000
4147,train,0.192965,1.574000
4148,train,-1.286492,0.941000
4149,train,-0.884623,0.727000
4150,train,2.469927,5.000010
4151,train,-0.607974,0.958000
4152,train,-1.211413,0.975000
4153,train,-0.850385,0.788000
4154,train,0.818595,2.920000
4155,train,-1.607576,0.425000
4156,train,-0.192261,1.875000
4157,train,0.006032,2.182000
4158,train,-0.728968,0.875000
4159,train,-0.605596,1.463000
4160,train,0.107371,1.374000
4161,train,-0.550964,2.767000
4162,train,-0.716393,1.805000
4163,train,-0.224914,1.553000
4164,train,-0.147139,2.760000
4165,train,-0.980573,0.758000
4166,train,-0.358060,1.676000
4167,train,0.639323,2.937000
4168,train,-1.530964,2.254000
4169,train,3.872878,5.000010
4170,train,0.038156,2.239000
4171,train,0.078100,0.893000
4172,train,1.136614,2.945000
4173,train,-0.126216,1.958000
4174,train,-0.333333,1.678000
4175,train,-0.542140,1.379000
4176,train,-0.355101,1.592000
4177,train,-0.398744,0.771000
4178,train,0.097544,1.731000
4179,train,-0.773509,1.817000
4180,train,0.320828,2.657000
4181,train,-0.458501,0.967000
4182,train,-0.634022,1.642000
4183,train,-0.331114,2.500000
4184,train,2.584370,4.347000
4185,train,3.949120,5.000010
4186,train,-1.405162,0.926000
4187,train,-0.568558,2.420000
4188,train,-0.497705,2.348000
4189,train,-0.958910,1.688000
4190,train,-0.296401,1.544000
4191,train,-1.118950,0.640000
4192,train,-0.354732,0.800000
4193,train,0.964686,3.222000
4194,train,0.776220,3.704000
4195,train,-0.278384,1.813000
4196,train,-0.998537,1.142000
4197,train,-1.436863,1.125000
4198,train,0.592193,1.581000
4199,train,0.806971,2.777000
4200,train,-1.118950,1.542000
4201,train,-1.394436,1.050000
4202,train,0.725815,2.865000
4203,train,-0.577910,1.902000
4204,train,-1.098080,0.631000
4205,train,-0.336926,1.899000
4206,train,-0.808645,0.571000
4207,train,-0.107935,2.821000
4208,train,0.449642,3.500000
4209,train,-0.682367,1.739000
4210,train,-0.621553,2.188000
4211,train,0.647301,2.250000
4212,train,-0.187506,1.012000
4213,train,0.985028,1.647000
4214,train,-0.749099,1.320000
4215,train,-0.474088,2.455000
4216,train,-0.489305,2.542000
4217,train,0.807552,3.015000
4218,train,0.546331,1.885000
4219,train,-0.434725,1.840000
4220,train,-1.258806,1.018000
4221,train,1.475556,2.207000
4222,train,1.669992,5.000010
4223,train,0.284530,2.022000
4224,train,0.499149,3.878000
4225,train,-1.153293,1.142000
4226,train,-1.000069,0.475000
4227,train,0.598216,1.548000
4228,train,1.362646,4.442000
4229,train,-0.448727,5.000010
4230,train,-0.658538,1.038000
4231,train,-0.643797,0.675000
4232,train,-0.169912,1.568000
4233,train,0.579354,3.350000
4234,train,-0.745981,0.756000
4235,train,-0.305753,0.931000
4236,train,-0.064029,1.686000
4237,train,0.981171,3.988000
4238,train,1.786706,3.365000
4239,train,0.557585,2.309000
4240,train,-0.156333,2.528000
4241,train,-0.178894,3.618000
4242,train,-0.565811,2.984000
4243,train,-0.541031,1.115000
4244,train,-0.309874,1.514000
4245,train,-1.029446,1.006000
4246,train,1.131964,2.356000
4247,train,0.367059,2.427000
4248,train,-1.379166,0.668000
4249,train,0.598216,5.000010
4250,train,2.323466,3.740000
4251,train,0.222606,2.300000
4252,train,-0.144762,1.411000
4253,train,1.527599,1.703000
4254,train,0.482664,2.415000
4255,train,-1.178232,0.603000
4256,train,-0.121778,4.200000
4257,train,0.242578,2.247000
4258,train,-0.430974,1.515000
4259,train,-0.250909,0.821000
4260,train,-0.502514,1.042000
4261,train,1.250739,3.614000
4262,train,-0.906761,1.875000
4263,train,0.486785,2.953000
4264,train,0.630182,2.162000
4265,train,-1.247658,0.663000
4266,train,0.638477,0.980000
4267,train,-1.452344,1.750000
4268,train,0.077941,4.600000
4269,train,-1.344031,1.226000
4270,train,0.414770,3.357000
4271,train,2.041692,1.732000
4272,train,0.638424,2.332000
4273,train,0.105416,0.842000
4274,train,-0.384214,0.960000
4275,train,-0.937300,0.796000
4276,train,1.350176,4.466000
4277,train,-0.011246,1.807000
4278,train,-0.888374,1.019000
4279,train,-1.142092,0.774000
4280,train,0.699820,5.000010
4281,train,0.995489,2.434000
4282,train,0.490008,1.414000
4283,train,-0.063342,2.130000
4284,train,1.039026,5.000010
4285,train,1.146019,2.480000
4286,train,-0.040200,1.606000
4287,train,1.262627,1.435000
4288,train,-0.752691,2.000000
4289,train,-0.677876,1.019000
4290,train,0.529530,2.209000
4291,train,1.760447,2.538000
4292,train,-1.551993,1.516000
4293,train,-0.524546,1.334000
4294,train,-0.385852,1.462000
4295,train,-0.191786,2.940000
4296,train,-1.444102,0.854000
4297,train,-0.006913,2.083000
4298,train,0.225988,3.097000
4299,train,-0.914686,1.000000
4300,train,0.645399,1.734000
4301,train,-1.131525,0.888000
4302,train,1.167470,3.344000
4303,train,-1.171786,0.942000
4304,train,-0.517572,1.514000
4305,train,2.616758,3.905000
4306,train,-0.473718,1.166000
4307,train,-0.782966,1.531000
4308,train,-0.267341,1.746000
4309,train,-0.180690,0.849000
4310,train,-0.911727,1.250000
4311,train,-1.009527,1.625000
4312,train,1.740581,5.000010
4313,train,-1.354492,0.992000
4314,train,0.493654,4.575000
4315,train,2.223184,5.000010
4316,train,-0.081095,1.488000
4317,train,-0.849698,1.194000
4318,train,0.228365,3.305000
4319,train,-0.957061,0.647000
4320,train,0.122693,1.849000
4321,train,-0.940893,0.824000
4322,train,1.077596,4.004000
4323,train,3.183846,5.000010
4324,train,-0.644642,0.435000
4325,train,-0.477152,1.109000
4326,train,-0.995842,0.633000
4327,train,-0.178365,3.296000
4328,train,-0.513134,0.924000
4329,train,0.113870,5.000010
4330,train,0.771095,1.742000
4331,train,-0.032221,2.016000
4332,train,-1.363897,1.313000
4333,train,0.371762,2.432000
4334,train,0.787897,1.938000
4335,train,-0.731399,2.743000
4336,train,1.040030,2.175000
4337,train,-0.853080,1.094000
4338,train,-0.233949,1.897000
4339,train,-0.531151,1.896000
4340,train,0.025845,1.557000
4341,train,-0.382365,1.763000
4342,train,0.390624,2.399000
4343,train,-1.279359,1.102000
4344,train,-0.451527,2.025000
4345,train,-0.348444,1.496000
4346,train,0.693057,2.254000
4347,train,0.574916,2.730000
4348,train,0.510139,2.772000
4349,train,-0.788725,1.588000
4350,train,-1.207027,0.651000
4351,train,-0.838708,1.391000
4352,train,-0.989502,1.469000
4353,train,0.059924,1.366000
4354,train,2.028589,4.438000
4355,train,-1.244593,0.475000
4356,train,-0.534109,3.722000
4357,train,-1.388201,0.525000
4358,train,-0.294974,0.813000
4359,train,-0.433933,1.878000
4360,train,-0.687439,2.393000
4361,train,-1.544965,1.292000
4362,train,0.519808,1.161000
4363,train,1.734029,2.740000
4364,train,-0.737158,1.434000
4365,train,-1.760377,0.875000
4366,train,0.386873,2.232000
4367,train,0.554891,2.252000
4368,train,-1.019882,1.266000
4369,train,0.705843,2.422000
4370,train,0.457884,2.000000
4371,train,-0.680676,0.684000
4372,train,-0.970798,1.334000
4373,train,0.396595,1.798000
4374,train,-0.778845,0.821000
4375,train,0.084018,2.986000
4376,train,-0.399853,2.476000
4377,train,1.106339,2.311000
4378,train,0.542897,2.895000
4379,train,-0.373594,1.193000
4380,train,0.059713,1.886000
4381,train,-0.820321,1.113000
4382,train,-1.556061,0.955000
4383,train,-0.422203,2.000000
4384,train,-0.675498,1.837000
4385,train,-0.769863,0.701000
4386,train,-0.118133,1.863000
4387,train,0.927648,5.000010
4388,train,0.331818,1.926000
4389,train,-1.004402,1.521000
4390,train,-0.451157,1.990000
4391,train,0.081851,0.998000
4392,train,-0.863224,0.586000
4393,train,-0.095255,2.096000
4394,train,0.466127,1.214000
4395,train,0.855844,2.275000
4396,train,-1.332301,0.559000
4397,train,-1.013542,1.732000
4398,train,0.238245,2.697000
4399,train,2.409641,3.783000
4400,train,-0.828352,1.656000
4401,train,-0.050820,2.429000
4402,train,-0.561954,2.361000
4403,train,1.574729,3.083000
4404,train,0.795558,2.344000
4405,train,-0.643427,2.608000
4406,train,-0.392456,2.071000
4407,train,-1.422756,0.561000
4408,train,-0.192261,0.899000
4409,train,-0.540555,0.877000
4410,train,-0.963982,1.388000
4411,train,-0.952147,0.811000
4412,train,-0.356687,2.526000
4413,train,0.557110,1.429000
4414,train,-1.479977,0.342000
4415,train,0.792811,3.394000
4416,train,-1.293889,1.417000
4417,train,-0.645646,3.722000
4418,train,-0.398850,1.493000
4419,train,0.055169,1.890000
4420,train,-0.457392,1.523000
4421,train,0.989994,3.219000
4422,train,4.803477,5.000010
4423,train,0.599062,2.185000
4424,train,0.405312,1.962000
4425,train,0.229897,1.219000
4426,train,0.945982,5.000010
4427,train,-1.224621,1.006000
4428,train,-0.517572,1.375000
4429,train,-0.952094,0.925000
4430,train,2.134050,3.491000
4431,train,1.569023,5.000010
4432,train,0.947144,2.764000
4433,train,0.296312,2.386000
4434,train,3.291155,5.000010
4435,train,-1.419797,0.683000
4436,train,-0.886472,0.534000
4437,train,0.305717,3.531000
4438,train,-0.222272,2.095000
4439,train,0.569896,1.748000
4440,train,1.923234,3.440000
4441,train,0.835766,2.389000
4442,train,0.595944,2.964000
4443,train,3.029882,3.913000
4444,train,-0.186185,3.114000
4445,train,0.916024,2.672000
4446,train,-0.087910,1.796000
4447,train,-0.860529,1.528000
4448,train,0.052263,2.185000
4449,train,-0.141169,1.617000
4450,train,-0.403076,1.739000
4451,train,-0.305753,1.506000
4452,train,0.121214,0.992000
4453,train,-0.276852,0.740000
4454,train,0.899434,2.528000
4455,train,0.131781,1.765000
4456,train,-0.639411,1.479000
4457,train,0.285798,2.256000
4458,train,0.077466,1.266000
4459,train,-0.779902,0.857000
4460,train,-1.033091,0.579000
4461,train,-0.449044,0.916000
4462,train,1.088375,4.466000
4463,train,-0.904278,0.883000
4464,train,1.364548,4.070000
4465,train,-0.920815,1.089000
4466,train,2.596416,5.000010
4467,train,1.478515,5.000010
4468,train,-0.620602,0.949000
4469,train,0.532171,1.872000
4470,train,1.135821,2.383000
4471,train,-0.461988,3.500000
4472,train,0.738126,2.944000
4473,train,0.287541,1.401000
4474,train,-0.254079,1.573000
4475,train,0.321673,2.300000
4476,train,-0.055786,1.500000
4477,train,0.104306,4.213000
4478,train,0.039371,1.803000
4479,train,-0.319067,1.552000
4480,train,-0.637773,0.875000
4481,train,-0.448621,1.546000
4482,train,-0.054043,1.977000
4483,train,0.127079,3.243000
4484,train,-1.066906,0.906000
4485,train,1.075007,2.210000
4486,train,0.995542,2.910000
4487,train,-0.227344,2.526000
4488,train,0.223980,2.476000
4489,train,0.316020,1.381000
4490,train,1.658051,5.000010
4491,train,0.750806,4.638000
4492,train,0.101453,3.359000
4493,train,0.110805,2.414000
4494,train,-0.499766,1.143000
4495,train,-0.285781,1.027000
4496,train,-0.497019,0.875000
4497,train,-0.128277,2.707000
4498,train,-0.671747,1.768000
4499,train,-1.326542,0.706000
4500,train,0.178647,1.215000
4501,train,-0.310983,2.205000
4502,train,2.095955,5.000010
4503,train,-1.235506,1.114000
4504,train,-0.564173,1.618000
4505,train,0.018290,1.224000
4506,train,1.651764,4.208000
4507,train,-0.045536,2.542000
4508,train,-0.385112,1.018000
4509,train,-1.273072,0.842000
4510,train,0.089671,0.864000
4511,train,-0.392456,2.375000
4512,train,-1.317084,3.125000
4513,train,1.955834,3.204000
4514,train,-0.895243,0.882000
4515,train,1.212803,3.492000
4516,train,-1.225203,0.574000
4517,train,0.258534,1.446000
4518,train,-1.494190,0.621000
4519,train,-0.889378,0.599000
4520,train,-0.747144,0.915000
4521,train,0.723701,2.464000
4522,train,0.055697,1.749000
4523,train,-0.881664,1.911000
4524,train,0.585377,5.000010
4525,train,1.208471,3.986000
4526,train,0.180602,2.566000
4527,train,-0.704082,1.844000
4528,train,-0.200345,1.125000
4529,train,-0.796968,1.278000
4530,train,0.347774,1.487000
4531,train,-0.562905,1.279000
4532,train,0.503851,1.860000
4533,train,-0.364929,1.674000
4534,train,-0.876803,0.425000
4535,train,-0.732138,1.110000
4536,train,1.244399,2.607000
4537,train,-0.458501,0.728000
4538,train,-0.375919,2.770000
4539,train,-1.224621,1.000000
4540,train,2.078308,4.740000
4541,train,0.106526,1.102000
4542,train,3.308644,4.543000
4543,train,0.150062,0.918000
4544,train,0.039054,1.798000
4545,train,0.100661,0.875000
4546,train,-0.722681,1.161000
4547,train,-0.351561,1.280000
4548,train,-0.983479,0.779000
4549,train,-0.056367,1.231000
4550,train,-0.774882,0.797000
4551,train,-0.755703,1.121000
4552,train,-0.708785,2.864000
4553,train,-0.632860,2.149000
4554,train,0.894044,2.341000
4555,train,-1.454933,0.544000
4556,train,-0.494852,2.201000
4557,train,0.135902,1.719000
4558,train,0.610580,2.576000
4559,train,0.831170,2.051000
4560,train,-0.308817,1.117000
4561,train,0.067903,1.911000
4562,train,-1.466715,0.225000
4563,train,-0.358536,2.147000
4564,train,0.390307,4.459000
4565,train,0.873491,2.808000
4566,train,1.683888,3.259000
4567,train,1.335541,3.167000
4568,train,-1.084606,1.167000
4569,train,-0.385482,1.397000
4570,train,-1.129464,1.250000
4571,train,0.748746,1.604000
4572,train,-0.951301,1.188000
4573,train,-0.630218,0.225000
4574,train,-0.873738,0.667000
4575,train,0.603447,1.625000
4576,train,-0.938515,1.266000
4577,train,-0.943693,1.046000
4578,train,0.499149,1.705000
4579,train,-1.151972,1.614000
4580,train,-0.079827,3.273000
4581,train,1.419180,3.116000
4582,train,-0.125213,1.921000
4583,train,1.583341,1.959000
4584,train,-0.203462,0.936000
4585,train,-0.215192,4.417000
4586,train,-0.503517,2.387000
4587,train,1.500600,2.508000
4588,train,0.195924,2.010000
4589,train,0.107899,3.642000
4590,train,1.093711,2.122000
4591,train,0.589974,2.030000
4592,train,-0.505684,1.525000
4593,train,0.622626,2.277000
4594,train,0.460103,3.941000
4595,train,0.232645,2.273000
4596,train,-0.906127,0.755000
4597,train,-0.247158,2.006000
4598,train,-0.188299,4.308000
4599,train,-0.678668,0.544000
4600,train,-1.175114,0.988000
4601,train,-0.788725,0.936000
4602,train,0.679478,1.713000
4603,train,-0.528456,2.120000
4604,train,-0.458501,0.797000
4605,train,1.498645,4.130000
4606,train,0.985926,2.254000
4607,train,-0.772928,1.590000
4608,train,0.055169,2.356000
4609,train,-0.363344,1.905000
4610,train,0.444834,2.621000
4611,train,0.735642,2.927000
4612,train,-0.421358,1.808000
4613,train,1.296442,1.382000
4614,train,-0.242350,2.230000
4615,train,-0.274527,3.181000
4616,train,-0.035814,2.225000
4617,train,0.455982,3.534000
4618,train,0.735061,2.494000
4619,train,-0.951988,1.272000
4620,train,-0.460615,1.261000
4621,train,-0.828352,1.333000
4622,train,1.285770,5.000010
4623,train,1.141845,2.186000
4624,train,-0.712906,1.388000
4625,train,-0.525761,2.250000
4626,train,-1.026487,3.000000
4627,train,-0.118819,1.052000
4628,train,-0.414489,1.554000
4629,train,0.177907,1.209000
4630,train,-0.143652,1.427000
4631,train,1.410938,3.260000
4632,train,-0.228190,1.509000
4633,train,-0.488089,3.389000
4634,train,0.639006,2.215000
4635,train,-0.548322,0.887000
4636,train,0.908627,1.620000
4637,train,-0.031535,2.867000
4638,train,-1.038217,1.279000
4639,train,0.131200,2.209000
4640,train,0.107001,1.471000
4641,train,-0.867504,1.125000
4642,train,-0.189250,1.399000
4643,train,-0.765425,2.175000
4644,train,-0.664350,1.931000
4645,train,-1.391213,1.117000
4646,train,0.951318,3.910000
4647,train,-0.171814,2.954000
4648,train,-0.110471,3.212000
4649,train,-1.286017,0.439000
4650,train,-0.194322,1.543000
4651,train,-0.017692,1.914000
4652,train,-0.757658,1.024000
4653,train,0.058868,1.648000
4654,train,-0.826820,1.488000
4655,train,0.209714,1.334000
4656,train,0.029861,2.198000
4657,train,0.675198,5.000010
4658,train,-0.240553,2.841000
4659,train,-0.122782,1.629000
4660,train,0.511037,3.534000
4661,train,-0.759824,1.625000
4662,train,-0.448621,2.177000
4663,train,-0.458501,1.120000
4664,train,0.668012,2.113000
4665,train,-0.332752,2.875000
4666,train,-0.430181,0.731000
4667,train,0.732050,2.691000
4668,train,-0.372643,0.706000
4669,train,-0.211441,2.128000
4670,train,-1.175220,0.526000
4671,train,-0.903327,0.683000
4672,train,-0.056050,1.726000
4673,train,-1.322368,0.543000
4674,train,0.569896,2.824000
4675,train,0.223980,1.213000
4676,train,-0.179422,0.675000
4677,train,0.649044,2.380000
4678,train,0.363414,2.581000
4679,train,0.041537,2.077000
4680,train,-0.600049,1.500000
4681,train,0.989677,2.741000
4682,train,-0.219102,2.109000
4683,train,0.271479,0.886000
4684,train,-0.429125,0.955000
4685,train,1.686213,2.882000
4686,train,2.232007,3.901000
4687,train,-0.252124,1.381000
4688,train,0.673032,2.314000
4689,train,0.731891,1.633000
4690,train,1.673532,2.996000
4691,train,-1.101567,0.559000
4692,train,-0.700648,1.259000
4693,train,1.185751,3.906000
4694,train,0.867785,2.210000
4695,train,-0.155488,0.711000
4696,train,-0.285147,0.751000
4697,train,-0.799715,2.357000
4698,train,1.435189,3.064000
4699,train,2.204902,3.379000
4700,train,-0.053250,1.668000
4701,train,0.286168,3.361000
4702,train,-0.639253,1.568000
4703,train,0.407426,1.655000
4704,train,0.747108,3.310000
4705,train,-1.526737,0.542000
4706,train,0.192912,1.455000
4707,train,5.881857,5.000010
4708,train,-0.598516,0.746000
4709,train,0.078100,1.960000
4710,train,-0.229880,1.003000
4711,train,2.140179,5.000010
4712,train,-0.149042,1.652000
4713,train,0.108692,2.087000
4714,train,0.305136,2.554000
4715,train,-0.922559,0.685000
4716,train,-1.019354,1.232000
4717,train,-0.201085,1.414000
4718,train,0.324579,2.524000
4719,train,-0.142173,1.317000
4720,train,0.228365,2.750000
4721,train,0.197403,5.000010
4722,train,-0.677929,1.453000
4723,train,-0.125001,1.476000
4724,train,1.410409,3.940000
4725,train,-0.914052,1.804000
4726,train,-0.083261,1.775000
4727,train,1.111464,3.325000
4728,train,0.162320,1.909000
4729,train,-0.411107,1.873000
4730,train,-0.377451,3.244000
4731,train,-0.554029,1.625000
4732,train,-1.437656,0.969000
4733,train,-0.686911,1.289000
4734,train,0.477116,2.817000
4735,train,-1.071239,0.547000
4736,train,1.774343,2.553000
4737,train,-0.699222,2.750000
4738,train,-0.348444,3.343000
4739,train,-0.742600,1.261000
4740,train,0.856372,2.542000
4741,train,4.710063,5.000010
4742,train,0.462481,2.397000
4743,train,0.464224,1.875000
4744,train,3.322434,5.000010
4745,train,-0.128277,2.833000
4746,train,-0.700648,0.829000
4747,train,0.552513,2.750000
4748,train,0.082010,2.084000
4749,train,-0.266971,1.261000
4750,train,-0.041785,5.000010
4751,train,-0.707675,1.225000
4752,train,-0.432083,2.250000
4753,train,0.935943,2.715000
4754,train,-0.520953,1.672000
4755,train,-0.080249,1.689000
4756,train,-0.221532,1.194000
4757,train,0.003813,1.274000
4758,train,-0.096470,1.853000
4759,train,-0.824760,1.323000
4760,train,0.536715,2.399000
4761,train,-0.059590,0.680000
4762,train,0.721482,4.714000
4763,train,-0.946493,1.456000
4764,train,-0.571412,1.086000
4765,train,-1.017663,0.761000
4766,train,1.333216,3.017000
4767,train,-0.764262,1.325000
4768,train,-1.115146,0.533000
4769,train,-0.249377,1.304000
4770,train,-0.166372,1.339000
4771,train,0.053954,2.932000
4772,train,-0.262480,1.618000
4773,train,-0.458501,1.625000
4774,train,0.124912,2.521000
4775,train,0.562182,2.624000
4776,train,-0.499766,2.172000
4777,train,0.062777,2.944000
4778,train,-0.887793,1.217000
4779,train,0.795294,2.445000
4780,train,-0.321709,1.030000
4781,train,0.917715,2.051000
4782,train,1.317682,3.315000
4783,train,0.936313,3.006000
4784,train,-0.425479,1.658000
4785,train,-1.184995,0.535000
4786,train,-1.132159,0.593000
4787,train,-1.162962,0.788000
4788,train,1.380187,5.000010
4789,train,-0.940100,1.428000
4790,train,-1.062363,0.535000
4791,train,-0.033331,0.943000
4792,train,1.166149,1.969000
4793,train,0.282997,1.332000
4794,train,-1.050686,0.633000
4795,train,0.117991,2.246000
4796,train,-0.157654,2.786000
4797,train,-0.732138,1.236000
4798,train,-0.394517,2.293000
4799,train,0.301014,2.449000
4800,train,-0.267711,1.346000
4801,train,-1.012697,0.540000
4802,train,-0.420776,1.617000
4803,train,-0.416497,2.184000
4804,train,-0.664667,0.660000
4805,train,-0.508801,0.982000
4806,train,0.224455,1.907000
4807,train,5.881857,5.000010
4808,train,-0.135621,1.963000
4809,train,1.710570,3.152000
4810,train,-0.115491,1.589000
4811,train,0.009836,1.589000
4812,train,0.713663,1.286000
4813,train,-1.255425,0.932000
4814,train,0.304185,0.976000
4815,train,-1.052905,0.938000
4816,train,-1.005194,2.361000
4817,train,-0.889378,1.125000
4818,train,-0.225601,0.952000
4819,train,-0.302847,3.216000
4820,train,-0.086273,1.281000
4821,train,-0.040200,1.511000
4822,train,-0.664878,0.713000
4823,train,0.146311,1.140000
4824,train,0.186413,1.780000
4825,train,-1.067593,1.491000
4826,train,1.858933,2.670000
4827,train,0.167710,3.033000
4828,train,0.898113,1.742000
4829,train,-0.380093,2.241000
4830,train,-0.633071,1.212000
4831,train,1.761926,2.750000
4832,train,-0.044638,1.598000
4833,train,-0.530200,1.326000
4834,train,-0.521376,1.833000
4835,train,-1.073247,3.286000
4836,train,-0.864756,2.063000
4837,train,-0.079404,1.200000
4838,train,-0.251543,3.429000
4839,train,0.767291,2.195000
4840,train,0.026902,3.149000
4841,train,1.588466,4.131000
4842,train,-0.940629,2.227000
4843,train,1.147604,2.178000
4844,train,0.091890,1.094000
4845,train,-0.253023,2.857000
4846,train,1.323177,2.415000
4847,train,3.627773,5.000010
4848,train,-0.425479,2.688000
4849,train,0.612323,2.533000
4850,train,2.395164,3.512000
4851,train,-0.409839,0.875000
4852,train,-0.755069,1.750000
4853,train,0.613750,2.802000
4854,train,0.911110,3.844000
4855,train,-1.341600,0.818000
4856,train,1.279376,2.542000
4857,train,-0.519738,2.908000
4858,train,-0.122782,0.980000
4859,train,-0.075441,2.846000
4860,train,0.066687,1.953000
4861,train,1.068667,2.714000
4862,train,0.275759,2.576000
4863,train,-1.515219,0.450000
4864,train,1.911875,4.123000
4865,train,-0.840769,0.981000
4866,train,0.725868,4.713000
4867,train,0.007458,3.289000
4868,train,-0.039354,1.844000
4869,train,-0.674653,0.987000
4870,train,0.112919,2.162000
4871,train,-0.308130,1.319000
4872,train,-0.995684,1.115000
4873,train,0.714614,2.865000
4874,train,0.218485,2.849000
4875,train,-0.328314,2.080000
4876,train,0.703888,2.487000
4877,train,-0.628686,1.360000
4878,train,0.201947,4.869000
4879,train,-0.695787,1.708000
4880,train,0.917239,4.513000
4881,train,0.937740,3.482000
4882,train,2.174575,5.000010
4883,train,-0.276852,1.533000
4884,train,1.089590,2.776000
4885,train,-0.456282,1.065000
4886,train,-1.404580,1.575000
4887,train,-0.243829,1.523000
4888,train,0.929286,3.205000
4889,train,-1.060513,0.567000
4890,train,-1.151972,1.320000
4891,train,-0.488037,2.004000
4892,train,0.078681,1.932000
4893,train,-0.384003,1.414000
4894,train,0.472044,3.041000
4895,train,-0.957853,1.938000
4896,train,-0.911093,0.626000
4897,train,-1.143307,0.527000
4898,train,0.447264,2.683000
4899,train,-1.069390,0.721000
4900,train,-1.003345,0.539000
4901,train,0.762536,2.558000
4902,train,3.115634,5.000010
4903,train,3.668562,5.000010
4904,train,-0.153057,1.800000
4905,train,0.812254,2.735000
4906,train,1.432125,2.448000
4907,train,-0.854770,0.500000
4908,train,-0.498128,1.424000
4909,train,-1.166132,0.561000
4910,train,-1.301339,0.865000
4911,train,0.043757,1.222000
4912,train,-0.177784,1.875000
4913,train,-0.692670,1.111000
4914,train,-1.241846,0.546000
4915,train,0.516955,2.257000
4916,train,-0.096470,1.098000
4917,train,0.393107,1.917000
4918,train,0.159467,2.225000
4919,train,0.417887,1.525000
4920,train,1.667720,2.931000
4921,train,-1.277616,2.056000
4922,train,0.359187,3.092000
4923,train,-1.231543,1.413000
4924,train,0.117040,2.157000
4925,train,-0.958540,0.550000
4926,train,0.811409,3.563000
4927,train,3.328510,5.000010
4928,train,-0.729761,1.297000
4929,train,3.511692,5.000010
4930,train,-0.708785,1.304000
4931,train,0.786206,3.138000
4932,train,-0.382999,1.792000
4933,train,0.082432,1.825000
4934,train,1.631316,5.000010
4935,train,-0.788725,1.550000
4936,train,1.236104,2.825000
4937,train,2.137590,4.964000
4938,train,1.066078,3.138000
4939,train,1.457592,5.000010
4940,train,0.178964,3.203000
4941,train,0.022834,1.125000
4942,train,-0.782966,1.162000
4943,train,-0.462622,1.635000
4944,train,-0.247158,1.969000
4945,train,-0.158763,3.103000
4946,train,-0.799715,0.979000
4947,train,-0.506212,2.109000
4948,train,0.046980,2.515000
4949,train,-0.326412,2.142000
4950,train,3.883815,5.000010
4951,train,-0.103497,2.298000
4952,train,-0.911199,1.975000
4953,train,0.462956,1.481000
4954,train,-0.790733,1.279000
4955,train,0.357602,2.447000
4956,train,0.511513,1.453000
4957,train,-0.333227,0.945000
4958,train,-0.885045,2.533000
4959,train,-0.346489,1.476000
4960,train,0.518962,3.294000
4961,train,-0.111739,1.649000
4962,train,1.196371,3.097000
4963,train,0.804752,1.130000
4964,train,0.283209,2.291000
4965,train,0.242578,2.213000
4966,train,0.141978,4.708000
4967,train,-0.578227,1.168000
4968,train,1.897820,5.000010
4969,train,1.256340,1.617000
4970,train,-0.918860,0.950000
4971,train,0.416619,2.917000
4972,train,-1.039009,0.699000
4973,train,-0.820163,1.023000
4974,train,-0.797549,1.087000
4975,train,-0.175142,0.901000
4976,train,-0.783653,5.000010
4977,train,-1.062363,1.438000
4978,train,0.049516,1.946000
4979,train,-0.589798,2.477000
4980,train,0.968015,4.700000
4981,train,0.732050,5.000010
4982,train,1.651235,5.000010
4983,train,-0.331695,2.269000
4984,train,1.207731,3.660000
4985,train,4.923731,5.000010
4986,train,0.471410,2.160000
4987,train,0.209291,1.542000
4988,train,0.154765,1.128000
4989,train,0.339955,1.390000
4990,train,1.426102,3.728000
4991,train,-0.851283,0.927000
4992,train,-0.241716,0.909000
4993,train,0.242155,2.067000
4994,train,-0.673121,1.993000
4995,train,-1.065374,0.665000
4996,train,0.445521,1.335000
4997,train,-0.348761,0.933000
4998,train,1.487338,3.709000
4999,train,-0.095255,1.573000
5000,train,0.826679,2.155000
5001,train,-0.690979,2.731000
5002,train,-0.658327,0.691000
5003,train,-1.505761,1.250000
5004,train,1.195737,4.116000
5005,train,-0.643427,1.238000
5006,train,-0.322766,2.015000
5007,train,-0.492316,2.325000
5008,train,-1.356341,0.946000
5009,train,-0.958434,1.258000
5010,train,-0.955423,0.607000
5011,train,-0.693304,1.750000
5012,train,-0.365087,0.795000
5013,train,-1.085927,1.396000
5014,train,-1.178760,0.912000
5015,train,-0.646914,1.697000
5016,train,1.641936,4.025000
5017,train,0.647142,3.905000
5018,train,-0.269349,0.775000
5019,train,1.107131,3.281000
5020,train,0.613380,2.650000
5021,train,-0.796070,1.125000
5022,train,0.201947,2.148000
5023,train,0.422484,1.780000
5024,train,-0.884147,2.115000
5025,train,1.373002,2.715000
5026,train,-0.224597,2.635000
5027,train,0.377204,5.000010
5028,train,-0.460720,1.784000
5029,train,-0.504468,1.523000
5030,train,0.815002,3.359000
